IMAGE F Q FRC E QS
38082.jpg 0.246094 0.244837 0.2387 0.244948 0.550149 
38092.jpg -0.0103148 -0.00915371 0.0186962 -0.0345641 0.533637 
384022.jpg -0.182613 0.0810408 -0.172019 -0.185522 0.724419 
384089.jpg 0.22272 -0.133882 -0.1676 0.175163 0.545759 
385022.jpg 0.29863 0.195551 -0.267308 0.315751 0.734764 
385028.jpg 0.209212 0.204525 0.278214 0.264475 0.798793 
385039.jpg 0.154722 -0.180108 0.22023 0.202058 0.543786 
388006.jpg 0.182773 -0.150659 0.284744 0.399087 0.788302 
388016.jpg 0.124322 0.121285 -0.0406158 0.16536 0.745468 
388018.jpg -0.057035 -0.0277959 0.0154064 -0.0129918 0.525025 
388067.jpg 0.0889568 -0.0432554 0.0830302 0.0833373 0.487447 
393035.jpg 0.0944235 0.0955182 -0.0182442 -0.0140646 0.679538 
41004.jpg 0.088337 0.109197 -0.115662 0.0419792 0.461675 
41006.jpg -0.148474 -0.120602 0.0537369 -0.156166 0.733026 
41025.jpg 0.319848 0.309922 0.309658 0.331021 0.82262 
41029.jpg -0.107214 -0.109677 0.0215082 -0.109294 0.693668 
41033.jpg 0.132876 0.132763 -0.104547 0.132741 0.557652 
41069.jpg 0.322918 -0.286758 0.219985 0.32311 0.563772 
41085.jpg 0.133222 0.107794 -0.110184 0.205881 0.52508 
41096.jpg 0.100272 0.10114 0.0182821 0.109894 0.629344 
42012.jpg -0.00797606 -0.0458575 0.0625386 0.0783549 0.538466 
42044.jpg -0.100536 -0.0955143 -0.135626 -0.0256126 0.796845 
42049.jpg -0.0764405 -0.00912569 0.110938 -0.232814 0.576554 
42078.jpg 0.176211 0.170498 0.0566521 0.158473 0.865426 
43033.jpg 0.0219308 0.0164698 0.0100339 0.00848506 0.525143 
43051.jpg -0.0395138 -0.0395182 0.0395377 -0.0395362 0.711139 
43070.jpg -0.0170973 -0.0191622 0.00029305 -0.0313079 0.662536 
43074.jpg 0.0813071 0.0948983 0.176533 0.0616607 0.723014 
43083.jpg 0.193072 0.214737 0.0300751 0.242242 0.833022 
45000.jpg 0.16409 0.160729 -0.109616 0.156474 0.672165 
45077.jpg 0.152475 0.139513 0.0786859 0.173821 0.505117 
45096.jpg 0.242218 0.260503 -0.309167 0.309008 0.78889 
46076.jpg -0.218788 -0.213834 0.207681 0.0990513 0.62364 
48017.jpg -0.133416 -0.133446 0.122318 -0.133304 0.950282 
48025.jpg 0.235236 0.231102 -0.203575 0.198652 0.69853 
48055.jpg -0.133658 -0.0876963 0.165174 -0.171592 0.519614 
49024.jpg 0.204774 0.204119 -0.140559 0.217784 0.608926 
5096.jpg 0.0677246 0.0682761 -0.0562453 0.0182698 0.652714 
51084.jpg 0.248069 -0.147208 0.245832 0.265891 0.579145 
54005.jpg 0.406551 0.406415 0.333012 0.406764 0.640804 
54082.jpg -0.12625 -0.145431 0.0586263 -0.0248899 0.493331 
55067.jpg -0.282941 -0.288612 -0.288128 0.249816 0.915537 
55073.jpg 0.163064 0.133427 0.145847 0.130032 0.551374 
55075.jpg 0.0226809 0.0116773 0.020898 0.0263368 0.772931 
56028.jpg 0.113907 0.108637 0.156936 0.138401 0.631354 
58060.jpg 0.0299702 0.0299062 0.0345871 0.0352939 0.758708 
59078.jpg 0.00278949 0.00914386 -0.0303871 0.0251447 0.678455 
60079.jpg -0.0370975 -0.0356667 -0.0260485 -0.0142917 0.695074 
6046.jpg 0.0538204 0.0455966 -0.0587736 0.0517081 0.754747 
61034.jpg -0.11834 -0.0826572 -0.081005 -0.124224 0.502144 
61060.jpg -0.0764761 -0.104345 -0.0315324 -0.00651346 0.841447 
61086.jpg 0.199781 0.199226 0.0318341 0.193949 0.920941 
62096.jpg 0.00604885 -0.0355916 -0.0220133 0.0465388 0.790298 
64061.jpg -0.162476 -0.163253 0.0547023 -0.166302 0.86872 
65010.jpg 0.148197 0.133916 0.212241 0.214246 0.775724 
65019.jpg 0.0958068 0.0246618 0.190894 0.141198 0.872233 
65033.jpg 0.0922474 -0.0176563 0.0834737 0.0887236 0.534928 
65074.jpg 0.211677 0.0348945 0.206846 0.212734 0.783895 
65084.jpg 0.24028 0.0796354 0.305112 0.295205 0.84711 
65132.jpg -0.213763 -0.220956 -0.211746 0.125047 0.861449 
66039.jpg -0.039459 -0.0715759 0.0839125 -0.00380527 0.508696 
66053.jpg 0.194012 0.194096 0.160168 0.187657 0.586647 
66075.jpg 0.108599 0.0539271 -0.166706 0.210272 0.586382 
67079.jpg 0.00715481 0.024616 -0.0367615 0.0168029 0.557757 
68077.jpg 0.0720163 0.0523667 0.202549 0.112929 0.928312 
69000.jpg -0.069055 -0.0684648 0.00928545 -0.0704226 0.834032 
69007.jpg 0.266718 0.273317 -0.181984 0.276186 0.954042 
69015.jpg 0.0749123 0.109579 0.116674 0.0500727 0.627703 
69020.jpg 0.161052 0.0982845 0.170696 0.163194 0.499656 
69022.jpg -0.0133288 -0.0131605 -0.00702299 -0.0134361 0.863732 
69040.jpg -0.0304931 -0.0309213 -0.0119742 -0.0296664 0.369623 
70011.jpg -0.196742 -0.194697 0.196899 -0.196969 0.541039 
70090.jpg 0.140987 0.139435 0.122811 0.144599 0.651981 
71046.jpg 0.269403 0.2791 -0.283004 0.284855 0.963293 
71076.jpg 0.160243 0.121169 -0.0251959 0.179529 0.709119 
71099.jpg -0.142924 -0.143975 0.147694 -0.0823265 0.772422 
76002.jpg 0.237844 0.235958 -0.102903 0.25103 0.93849 
76053.jpg -0.143754 -0.130023 -0.00805983 -0.141643 0.594469 
77062.jpg 0.143445 0.128534 0.23044 0.235998 0.734335 
78004.jpg 0.067564 0.147898 -0.0641872 0.016126 0.682977 
78019.jpg 0.0217834 0.0214285 -0.0183478 -0.010981 0.533317 
78098.jpg 0.247365 0.21998 0.139103 0.264908 0.759126 
79073.jpg 0.0448742 0.0535782 -0.0288516 0.0798733 0.939544 
80085.jpg 0.0688453 0.00722517 0.0638337 0.0850969 0.581651 
80090.jpg 0.22619 0.23263 -0.194792 0.234956 0.829852 
80099.jpg -0.123241 -0.123244 -0.123248 -0.123276 0.892515 
8023.jpg -0.113089 -0.111437 0.0622688 -0.109648 0.708319 
8049.jpg 0.126525 0.146718 -0.0206052 0.144077 0.843928 
8068.jpg 0.466443 0.469663 -0.469702 0.472416 0.82944 
81066.jpg 0.0759247 0.0855317 -0.225807 0.289592 0.50457 
81090.jpg 0.1294 0.163995 0.026613 0.176482 0.970455 
81095.jpg 0.242821 0.215219 -0.198994 0.262848 0.90817 
8143.jpg 0.129472 0.13234 0.145015 0.145203 0.608172 
85048.jpg 0.190629 0.17394 0.185304 0.184508 0.686974 
86000.jpg -0.00456075 -0.0054731 -0.00411081 -0.00372316 0.846453 
86016.jpg 0.226078 0.236711 -0.265123 0.262737 0.872664 
86068.jpg -0.148615 -0.150397 -0.126788 -0.123958 0.649503 
87015.jpg 0.101069 0.180018 -0.192052 0.122945 0.564173 
87046.jpg 0.0634869 0.0694285 0.14794 0.0724752 0.904575 
87065.jpg 0.126787 0.126283 0.0972655 0.118291 0.846238 
89072.jpg -0.000417868 0.0033433 -0.0324725 0.0192714 0.806649 
90076.jpg -0.0848044 -0.134667 0.136108 0.106488 0.712353 
92014.jpg -0.097353 -0.247443 -0.316897 0.335749 0.742945 
92059.jpg -0.0390559 0.00684473 -0.0990737 -0.00414915 0.87275 
94079.jpg 0.349825 0.350869 0.00576214 0.386887 0.623686 
94095.jpg 0.215768 0.191838 -0.252993 0.299122 0.621429 
95006.jpg 0.17748 0.180005 -0.0307264 0.177109 0.771858 
97010.jpg -0.0484091 -0.0857802 -0.0144664 0.117353 0.838615 
97017.jpg 0.105777 0.104609 0.105743 0.104454 0.854854 
97033.jpg 0.408457 0.409314 -0.379261 0.397643 0.772238 
